LabelName,DisplayName,Top1Name,Top1Cosine,Top2Name,Top2Cosine,Top3Name,Top3Cosine,Top4Name,Top4Cosine,Top5Name,Top5Cosine
/m/0ccs93,Canary,,,,,,,,,,
/m/0cd4d,Cheetah,,,,,,,,,,
/m/0cdl1,Palm tree,Christmas tree,0.7696534395217896,Tree house,0.70409095287323,,,,,,
/m/0cdn1,Hamburger,,,,,,,,,,
/m/0cffdh,Maple,,,,,,,,,,
/m/0cjq5,Lobster,Oyster,0.7183272838592529,,,,,,,,
/m/0cjs7,Garden Asparagus,,,,,,,,,,
/m/0cl4p,Hedgehog,,,,,,,,,,
/m/0cmf2,Fixed-wing aircraft,,,,,,,,,,
/m/0cmx8,Spoon,,,,,,,,,,
/m/0cn6p,Otter,Oyster,0.7035731077194214,,,,,,,,
/m/0cnyhnx,Bull,,,,,,,,,,
/m/0cqn2,Horizontal bar,,,,,,,,,,
/m/0crjs,Convenience store,,,,,,,,,,
/m/0ct4f,Bomb,,,,,,,,,,
/m/0cvnqh,Bench,Training bench,0.7971429824829102,Wrench,0.760840892791748,Chair,0.7444857954978943,,,,
/m/0cxn2,Ice cream,Cream,0.7545046210289001,,,,,,,,
/m/0cydv,Caterpillar,,,,,,,,,,
/m/0cyf8,Butterfly,Dragonfly,0.7902997136116028,,,,,,,,
/m/0cyfs,Parachute,,,,,,,,,,
/m/0cyhj_,Orange (fruit),,,,,,,,,,
/m/0czz2,Antelope,,,,,,,,,,
/m/0d20w4,Beaker,,,,,,,,,,
/m/0d4v4,Window,Window blind,0.7628204226493835,,,,,,,,
/m/0d4w1,Closet,Wardrobe,0.7308173775672913,,,,,,,,
/m/0d5gx,Castle,,,,,,,,,,
/m/0d8zb,Jellyfish,Goldfish,0.7587225437164307,Starfish,0.7299296855926514,,,,,,
/m/0dbvp,Goose,,,,,,,,,,
/m/0dbzx,Mule,,,,,,,,,,
/m/0dftk,Swan,,,,,,,,,,
/m/0dj6p,Peach,Pear,0.7207409739494324,,,,,,,,
/m/0djtd,Coconut,Doughnut,0.7606111764907837,,,,,,,,
/m/0dkzw,Seat belt,,,,,,,,,,
/m/0dq75,Raccoon,,,,,,,,,,
/m/0dt3t,Fork,,,,,,,,,,
/m/0dtln,Lamp,Light switch,0.7159854173660278,Light bulb,0.715144157409668,Lantern,0.701173722743988,,,,
/m/0dv5r,Camera,Picture frame,0.7157040238380432,,,,,,,,
/m/0dzct,Human face,Human eye,0.8611117601394653,Human head,0.8528882265090942,Human hand,0.8269268274307251,Human hair,0.7897840142250061,Human mouth,0.7796489596366882
/m/0dzf4,Human arm,Human hand,0.8564348220825195,Human leg,0.7704827189445496,Human eye,0.7387521862983704,Human face,0.7309246063232422,Human head,0.7285710573196411
/m/0f571,Diaper,,,,,,,,,,
/m/0f6nr,Unicycle,Motorcycle,0.7238563299179077,,,,,,,,
/m/0f6wt,Falcon,,,,,,,,,,
/m/0f8s22,Chime,,,,,,,,,,
/m/0f9_l,Snail,Snake,0.709068238735199,,,,,,,,
/m/0fbw6,Cabbage,,,,,,,,,,
/m/0fj52s,Carrot,Parrot,0.8162793517112732,,,,,,,,
/m/0fldg,Mango,,,,,,,,,,
/m/0fly7,Jeans,Shorts,0.7031956911087036,,,,,,,,
/m/0fm3zh,Flowerpot,Teapot,0.7721988558769226,,,,,,,,
/m/0fp6w,Pineapple,,,,,,,,,,
/m/0fqfqc,Drawer,,,,,,,,,,
/m/0fqt361,Stool,Chair,0.7312623858451843,,,,,,,,
/m/0frqm,Envelope,,,,,,,,,,
/m/0fszt,Cake,Cookie,0.7290720343589783,Cake stand,0.7144428491592407,,,,,,
/m/0ft9s,Dragonfly,Butterfly,0.7902997136116028,,,,,,,,
/m/0ftb8,Common sunflower,Common fig,0.703921377658844,,,,,,,,
/m/0fx9l,Microwave oven,Oven,0.7264290452003479,,,,,,,,
/m/0fz0h,Honeycomb,,,,,,,,,,
/m/0gd36,Sea lion,Sea turtle,0.7748106122016907,Lion,0.7025495767593384,,,,,,
/m/0gj37,Ladybug,,,,,,,,,,
/m/0gjbg72,Shelf,,,,,,,,,,
/m/0gjkl,Watch,,,,,,,,,,
/m/0gm28,Candy,,,,,,,,,,
/m/0grw1,Salad,,,,,,,,,,
/m/0gv1x,Parrot,Carrot,0.8162793517112732,,,,,,,,
/m/0gxl3,Handgun,Shotgun,0.8213270902633667,Handbag,0.7588627338409424,Rifle,0.7277070879936218,,,,
/m/0h23m,Sparrow,,,,,,,,,,
/m/0h2r6,Van,,,,,,,,,,
/m/0h8jyh6,Grinder,Mixer,0.7473479509353638,Blender,0.7413555383682251,,,,,,
/m/0h8kx63,Spice rack,Wine rack,0.7293455004692078,,,,,,,,
/m/0h8l4fh,Light bulb,Light switch,0.7799647450447083,Street light,0.7429167628288269,Traffic light,0.7190295457839966,Lamp,0.715144157409668,,
/m/0h8lkj8,Corded phone,Mobile phone,0.7667373418807983,,,,,,,,
/m/0h8mhzd,Sports uniform,,,,,,,,,,
/m/0h8my_4,Tennis racket,Table tennis racket,0.9214935302734375,Tennis ball,0.7286761999130249,,,,,,
/m/0h8mzrc,Wall clock,Digital clock,0.7697051763534546,Alarm clock,0.7645485401153564,,,,,,
/m/0h8n27j,Serving tray,,,,,,,,,,
/m/0h8n5zk,Kitchen & dining room table,Coffee table,0.7036811709403992,,,,,,,,
/m/0h8n6f9,Dog bed,Dog,0.7866421937942505,Infant bed,0.7225188612937927,Sofa bed,0.7012599110603333,,,,
/m/0h8n6ft,Cake stand,Cake,0.7144428491592407,,,,,,,,
/m/0h8nm9j,Cat furniture,Cat,0.7550588846206665,,,,,,,,
/m/0h8nsvg,Facial tissue holder,,,,,,,,,,
/m/0h8ntjv,Pressure cooker,,,,,,,,,,
/m/0h9mv,Tire,,,,,,,,,,
/m/0hdln,Ruler,,,,,,,,,,
/m/0hg7b,Microphone,Headphones,0.8033880591392517,Saxophone,0.7087810039520264,,,,,,
/m/0hkxq,Broccoli,,,,,,,,,,
/m/0hnnb,Umbrella,,,,,,,,,,
/m/0hqkz,Grapefruit,Grape,0.8059567213058472,,,,,,,,
/m/0j496,Band-aid,,,,,,,,,,
/m/0jg57,Bell pepper,,,,,,,,,,
/m/0jly1,Turkey,,,,,,,,,,
/m/0jqgx,Lily,,,,,,,,,,
/m/0jwn_,Pomegranate,Watermelon,0.707599401473999,Potato,0.703951895236969,,,,,,
/m/0jy4k,Doughnut,Coconut,0.7606111764907837,,,,,,,,
/m/0jyfg,Glasses,Sunglasses,0.8600726127624512,Goggles,0.8126418590545654,Wine glass,0.7086915373802185,,,,
/m/0k0pj,Human nose,Human mouth,0.8081644773483276,Human ear,0.7890057563781738,Human eye,0.7811869382858276,Human face,0.7666446566581726,Human head,0.7533313632011414
/m/0k1tl,Pen,,,,,,,,,,
/m/0k65p,Human hand,Human arm,0.8564348220825195,Human face,0.8269268274307251,Human foot,0.821028470993042,Human head,0.800216019153595,Human leg,0.7954400181770325
/m/0km7z,Skunk,,,,,,,,,,
/m/0kmg4,Teddy bear,,,,,,,,,,
/m/0kpqd,Watermelon,Pomegranate,0.707599401473999,,,,,,,,
/m/0kpt_,Cantaloupe,,,,,,,,,,
/m/0ky7b,Dishwasher,Washing machine,0.7974498271942139,Hair dryer,0.7099786400794983,Hand dryer,0.7030864357948303,,,,
/m/0l14j_,Flute,,,,,,,,,,
/m/0l3ms,Balance beam,,,,,,,,,,
/m/0ll1f78,Shrimp,,,,,,,,,,
/m/0llzx,Sewing machine,Washing machine,0.8303818106651306,,,,,,,,
/m/0lt4_,Binoculars,Sunglasses,0.7116813063621521,Goggles,0.7080390453338623,,,,,,
/m/0m53l,Rays and skates,Roller skates,0.7223125696182251,,,,,,,,
/m/0mcx2,Ipod,Apple,0.714795708656311,,,,,,,,
/m/0mkg,Accordion,,,,,,,,,,
/m/0mw_6,Willow,,,,,,,,,,
/m/0n28_,Crab,,,,,,,,,,
/m/0nl46,Crown,,,,,,,,,,
/m/0nybt,Seahorse,,,,,,,,,,
/m/0p833,Perfume,,,,,,,,,,
/m/0pcr,Alpaca,,,,,,,,,,
/m/0pg52,Taxi,,,,,,,,,,
/m/0ph39,Canoe,,,,,,,,,,
/m/0qjjc,Remote control,,,,,,,,,,
/m/0qmmr,Wheelchair,Chair,0.7407619953155518,,,,,,,,
/m/0wdt60w,Rugby ball,Cricket ball,0.7882884740829468,Tennis ball,0.725832998752594,Golf ball,0.7146782875061035,,,,
/m/0xfy,Armadillo,,,,,,,,,,
/m/0xzly,Maraca,,,,,,,,,,
