CategoryLabelName,CategoryTextName,LabelName,TextName,Top1Name,Top1Value
/m/01xgg_,Medical equipment,/m/02lbcq,Stretcher,Stethoscope,0.93317711353302
/m/01xgg_,Medical equipment,/m/073g6,Stethoscope,Stretcher,0.93317711353302
/m/01xgg_,Medical equipment,/m/0j496,Band-aid,Stethoscope,0.9733279347419739
/m/04szw,Musical instrument,/m/013y1f,Organ (Musical Instrument),Violin,0.8618459105491638
/m/04szw,Musical instrument,/m/018j2,Banjo,Cello,0.8582736849784851
/m/04szw,Musical instrument,/m/01xqw,Cello,Violin,0.6867161393165588
/m/04szw,Musical instrument,/m/026t6,Drum,Piano,0.8422104716300964
/m/04szw,Musical instrument,/m/0319l,French horn,Harp,0.9521692991256714
/m/04szw,Musical instrument,/m/0342h,Guitar,Piano,0.7270097136497498
/m/04szw,Musical instrument,/m/03m5k,Harp,Harpsichord,0.7838280200958252
/m/04szw,Musical instrument,/m/03q5t,Harpsichord,Harp,0.7838280200958252
/m/04szw,Musical instrument,/m/03qjg,Harmonica,Piano,0.9405120015144348
/m/04szw,Musical instrument,/m/057cc,Musical keyboard,Piano,0.7567182183265686
/m/04szw,Musical instrument,/m/05kms,Oboe,Cello,0.976746678352356
/m/04szw,Musical instrument,/m/05r5c,Piano,Violin,0.696674644947052
/m/04szw,Musical instrument,/m/06ncr,Saxophone,Cello,0.7308184504508972
/m/04szw,Musical instrument,/m/07c6l,Trombone,Saxophone,0.8842802047729492
/m/04szw,Musical instrument,/m/07gql,Trumpet,Violin,0.8303242325782776
/m/04szw,Musical instrument,/m/07y_7,Violin,Cello,0.6867161393165588
/m/04szw,Musical instrument,/m/0f8s22,Chime,Flute,0.9813635349273682
/m/04szw,Musical instrument,/m/0l14j_,Flute,Violin,0.8022761344909668
/m/04szw,Musical instrument,/m/0mkg,Accordion,Harpsichord,0.8939164876937866
/m/04szw,Musical instrument,/m/0xzly,Maraca,Harmonica,1.0047569274902344
/m/018xm,Ball (Object),/m/01226z,Football,Rugby ball,0.820654034614563
/m/018xm,Ball (Object),/m/02ctlc,Cricket ball,Rugby ball,0.6507099866867065
/m/018xm,Ball (Object),/m/02rgn06,Volleyball (Ball),Tennis ball,0.9147491455078125
/m/018xm,Ball (Object),/m/05ctyq,Tennis ball,Cricket ball,0.6991444826126099
/m/018xm,Ball (Object),/m/0wdt60w,Rugby ball,Cricket ball,0.6507099866867065
/m/0dv9c,Racket,/m/0h8my_4,Tennis racket,Table tennis racket,0.39624887704849243
/m/0dv9c,Racket,/m/05_5p_0,Table tennis racket,Tennis racket,0.39624887704849243
/m/0zvk5,Helmet,/m/03p3bw,Bicycle helmet,Football helmet,0.7046563625335693
/m/0zvk5,Helmet,/m/07qxg_,Football helmet,Bicycle helmet,0.7046563625335693
/m/011q46kg,Container,/m/02jnhm,Tin can,Picnic basket,0.9034646153450012
/m/011q46kg,Container,/m/02zn6n,Barrel,Bottle,0.7752396464347839
/m/011q46kg,Container,/m/04dr76w,Bottle,Barrel,0.7752396464347839
/m/011q46kg,Container,/m/07kng9,Picnic basket,Waste container,0.8782928586006165
/m/011q46kg,Container,/m/08hvt4,Jug,Barrel,1.0345667600631714
/m/011q46kg,Container,/m/0bjyj5,Waste container,Picnic basket,0.8782928586006165
/m/011q46kg,Container,/m/0d20w4,Beaker,Bottle,0.9360560774803162
/m/011q46kg,Container,/m/0fm3zh,Flowerpot,Bottle,0.9834313988685608
/m/03hlz0c,Kitchen utensil,/m/01_5g,Chopsticks,Whisk,0.9061822295188904
/m/03hlz0c,Kitchen utensil,/m/027rl48,Ladle,Fork,1.0484986305236816
/m/03hlz0c,Kitchen utensil,/m/02d1br,Spatula,Spoon,0.8262137770652771
/m/03hlz0c,Kitchen utensil,/m/02mqfb,Can opener,Bottle opener,0.8294814825057983
/m/03hlz0c,Kitchen utensil,/m/02pdsw,Cutting board,Pizza cutter,0.757813036441803
/m/03hlz0c,Kitchen utensil,/m/02vwcm,Whisk,Chopsticks,0.9061822295188904
/m/03hlz0c,Kitchen utensil,/m/03v5tg,Drinking straw,Measuring cup,0.845524787902832
/m/03hlz0c,Kitchen utensil,/m/04ctx,Knife,Spoon,0.8584455847740173
/m/03hlz0c,Kitchen utensil,/m/04f5ws,Bottle opener,Can opener,0.8294814825057983
/m/03hlz0c,Kitchen utensil,/m/07v9_z,Measuring cup,Drinking straw,0.845524787902832
/m/03hlz0c,Kitchen utensil,/m/08ks85,Pizza cutter,Cutting board,0.757813036441803
/m/03hlz0c,Kitchen utensil,/m/0cmx8,Spoon,Spatula,0.8262137770652771
/m/03hlz0c,Kitchen utensil,/m/0dt3t,Fork,Knife,0.8998323678970337
/m/083kb,Weapon,/m/01g3x7,Bow and arrow,Sword,0.9045408964157104
/m/083kb,Weapon,/m/020kz,Cannon,Handgun,0.9246538281440735
/m/083kb,Weapon,/m/02gzp,Dagger,Handgun,0.8158044815063477
/m/083kb,Weapon,/m/04ctx,Knife,Rifle,0.7598949670791626
/m/083kb,Weapon,/m/06c54,Rifle,Missile,0.6973028182983398
/m/083kb,Weapon,/m/06nrc,Shotgun,Handgun,0.5977842211723328
/m/083kb,Weapon,/m/07cmd,Tank,Rifle,0.9041008949279785
/m/083kb,Weapon,/m/0c2jj,Axe,Rifle,0.8846992254257202
/m/083kb,Weapon,/m/0gxl3,Handgun,Shotgun,0.5977842211723328
/m/083kb,Weapon,/m/06y5r,Sword,Knife,0.790099024772644
/m/083kb,Weapon,/m/04ylt,Missile,Rifle,0.6973028182983398
/m/083kb,Weapon,/m/0ct4f,Bomb,Missile,0.8545523285865784
/m/07cx4,Telephone,/m/050k8,Mobile phone,Corded phone,0.6830264925956726
/m/07cx4,Telephone,/m/0h8lkj8,Corded phone,Mobile phone,0.6830264925956726
/m/0271t,Drink,/m/01599,Beer,Tea,0.8506317138671875
/m/0271t,Drink,/m/024g6,Cocktail,Tea,0.8589345812797546
/m/0271t,Drink,/m/02vqfm,Coffee (drink),Tea,0.8570281863212585
/m/0271t,Drink,/m/01z1kdw,Juice,Cocktail,0.9385989308357239
/m/0271t,Drink,/m/07clx,Tea,Beer,0.8506317138671875
/m/0271t,Drink,/m/081qc,Wine,Beer,0.8861057162284851
/m/02p0tk3,Human body,/m/014sv8,Human eye,Human face,0.5270451307296753
/m/02p0tk3,Human body,/m/016m2d,Skull,Human head,0.9220072031021118
/m/02p0tk3,Human body,/m/04hgtk,Human head,Human face,0.5424240827560425
/m/02p0tk3,Human body,/m/0dzct,Human face,Human eye,0.5270451307296753
/m/02p0tk3,Human body,/m/0283dt1,Human mouth,Human nose,0.6194120049476624
/m/02p0tk3,Human body,/m/039xj_,Human ear,Human eye,0.6391881704330444
/m/02p0tk3,Human body,/m/0k0pj,Human nose,Human mouth,0.6194120049476624
/m/02p0tk3,Human body,/m/03q69,Human hair,Human head,0.6138820052146912
/m/02p0tk3,Human body,/m/0k65p,Human hand,Human arm,0.5358456969261169
/m/02p0tk3,Human body,/m/031n1,Human foot,Human leg,0.45031243562698364
/m/02p0tk3,Human body,/m/0dzf4,Human arm,Human hand,0.5358456969261169
/m/02p0tk3,Human body,/m/035r7c,Human leg,Human foot,0.45031243562698364
/m/02p0tk3,Human body,/m/015h_t,Beard,Human hair,0.8378368616104126
/m/08dz3q,Auto part,/m/01jfm_,Vehicle registration plate,Seat belt,0.9083308577537537
/m/08dz3q,Auto part,/m/083wq,Wheel,Tire,0.8662517666816711
/m/08dz3q,Auto part,/m/0dkzw,Seat belt,Wheel,0.8905053734779358
/m/08dz3q,Auto part,/m/0h9mv,Tire,Wheel,0.8662517666816711
